,11,12,13,21,22,23,31,32,33
EEEEEEEEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEEXEEEEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEEXEEEEO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEEXEEEXO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEEXEEEXO,0.0,0.0,0.0,0.0,-0.9,0.0,0.0,0.0,0.0
OEEXEEXXO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEOXEEXXO,0.0,0.0,0.0,0.0,0.0,-0.9,0.0,0.0,-0.9
OEOXXEXXO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEXXEEEEO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEXXEEOEO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEXXEXOEO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EOXXEXOEO,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EOXXEXOXO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EOXXOXOXO,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45
XOXXOXOXO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEEEEEXEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EOEEEEXEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EOEEXEXEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EOEEXEXEO,0.08999999999999997,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0
EOXEXEXEO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEXEEEEEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEXEOEEEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEXEOEXEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEXEOEXEO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXXEOEXEO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXXEOEXOO,0.0,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXXEOXXOO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEEXOEEEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEXXOEEEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEXXOOEEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEXXOOXEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEXXOOXOE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXXXOOXOE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXXXOOXOO,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0
XXXXOOXOO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEEEEEEXE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEEEEEEXO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XEEEEEEXO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XEEEEOEXO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XEEXEOEXO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XEEXEOOXO,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,0.0,0.0
XEEXXOOXO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXEEEEEEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXEEEOEEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXEXEOEEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXEXEOEOE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXEXEOEOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXEXOOEOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXXXOOEOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OXXXOOEOX,0.0,0.0,0.45,0.45,0.45,0.0,0.0,0.0,0.0
OXXXOOXOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEEEXEEEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEEEXEEOE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXEEXEEOE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXEOXEEOE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXXOXEEOE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXXOXEOOE,0.0,0.9,0.0,0.0,0.0,0.0,-0.9,0.0,0.0
XXXOXEOOE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEEEEOXEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEEEEOXEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EOEEEOXEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EOEXEOXEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EOOXEOXEX,0.0,0.0,-0.9,0.0,0.0,0.0,0.0,0.0,0.9
XOOXEOXEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEEXEEOEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XEEXEEOEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XEEXEEOEO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XEEXXEOEO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XOEXXEOEO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XOXXXEOEO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XOXXXOOEO,0.0,0.45,0.0,0.0,0.0,0.0,0.45,0.0,0.0
XOXXXOOXO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEEEXOXEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EOEEXOXEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EOEEXOXEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EOEEXOXOX,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.0,0.0
XOEEXOXOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEXEOEEEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEXEOOEEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEXEOOEXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEXEOOOXX,0.0,0.0,0.0,0.0,-0.9,0.0,0.0,0.0,0.0
EEXXOOOXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EOXXOOOXX,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.45,0.0
XOXXOOOXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEEEEXEEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEEEEXEOE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXEEEXEOE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXEEEXEOO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXEEEXXOO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OXEEEXXOO,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,0.0,0.0
OXXEEXXOO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEEOEEXEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEEOEXXEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EOEOEXXEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EOEOXXXEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OOEOXXXEE,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
OOXOXXXEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OXEEEEEEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OXEEEEEXE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OXEEOEEXE,0.0,0.0,0.0,0.0,0.0,-0.9,0.0,0.0,0.0
OXEXOEEXE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OXEXOOEXE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OXXXOOEXE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OXXXOOOXE,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0
OXXXOOOXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEOEEEEXE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEOEEEEXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEOEOEEXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEOXOEEXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEOXOEEXX,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,0.0,0.0
OXOXOEEXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEEXEEEOE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XEEXEEEOE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XOEXEEEOE,0.0,0.0,0.0,0.08999999999999997,0.0,0.0,0.0,0.0,0.9
XOXXEEEOE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XOXXEOEOE,0.0,0.0,-0.9,0.0,0.0,0.0,0.0,0.0,0.0
XOXXEOEOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEEEEEEEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEEOEEEEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEEOEXEEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEEOEXEOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEEOXXEOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EOEOXXEOX,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0
XOEOXXEOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
